"lipid","Fatty acid","Substructure"
"14:1;0",0.510276836827389,0.578541668385915
"15:0;0",0.628790714500512,0.722609650531427
"15:1;0",0.203278274855099,0.223310996725095
"16:0;0",2.99272750434518,2.20830306704921
"16:2;0",0.230336385823811,0.295431170592831
"17:0;0",0.603073054284704,0.687651333580706
"17:1;0",0.854439079275419,0.967576228367705
"17:2;0",2.99272750434518,3.1000234730758
"18:0;0",0.510276836827389,0.578541668385915
"19:1;0",2.99272750434518,3.1000234730758
"19:2;0",0.628790714500512,0.722609650531427
"19:3;0",0.203278274855099,0.223310996725095
"20:0;0",0.203278274855099,0.232130582992784
"22:0;0",0.203278274855099,0.223310996725095
"22:2;0",1.53950414277419,1.73598542070225
"22:3;0",0.854439079275419,0.957547397136989
"24:0;0",0.357875787232977,0.440923354911589
"endo: 12:0;0",0.203278274855099,3.1000234730758
"endo: 14:0;0",0.233914572503403,3.1000234730758
"exo: 12:0;0",0.203278274855099,2.20830306704921
"exo: 14:0;0",0.233914572503403,3.1000234730758
"w10-16:1;0",0.773490356454848,0.849580525525331
"w3-18:3;0",0.0255871448539671,0.0255871448539671
"w3-20:4;0",0.0413966015144866,1.74709842992639
"w3-20:5;0",1.53950414277419,1.74709842992639
"w3-22:5;0",0.357875787232977,0.440923354911589
"w3-22:6;0",2.99272750434518,3.1000234730758
"w3-24:6;0",1.33528288897993,1.50828307105847
"w6-18:2;0",0.773490356454848,0.957547397136989
"w6-18:3;0",0.0255871448539671,0.837446711704938
"w6-20:3;0",0.738232743787319,0.837446711704938
"w6-20:4;0",0.0413966015144866,0.0446457025683636
"w6-22:4;0",0.203278274855099,0.232130582992784
"w6-22:5;0",0.357875787232977,0.440923354911589
"w6-24:4;0",0.059149352121974,0.440923354911589
"w7-16:1;0",0.773490356454848,1.85264918109732
"w7-18:1;0",1.9400805617689,2.18002753347805
"w9-18:1;0",1.9400805617689,3.1000234730758
"w9-18:2;0",0.773490356454848,3.1000234730758
"w9-20:1;0",2.99272750434518,3.1000234730758
"w9-20:2;0",1.87605702314039,3.1000234730758
"w9-20:3;0",0.738232743787319,0.837446711704938
"w9-22:1;0",0.931013228744276,0.785804041054758
"w9-24:1;0",0.203278274855099,0.223310996725095
